"","f.mean","f.lower","f.upper","val_ts"
"1",2316.41239597657,2085.95861587008,2533.84389587932,2322
"2",2338.83802694026,2105.34279241298,2554.29731119256,2348
"3",2241.75699622652,2005.10960876602,2453.42432036087,2213
"4",2168.44133378092,1930.38300358578,2387.37521378548,2180
"5",2153.86339574306,1915.0941428574,2375.64291025395,2095
"6",2145.04610103908,1898.30881031848,2365.20905792057,2224
"7",2194.32185614339,1947.97925776196,2415.02451464172,2246
"8",2305.17112263026,2061.02669602987,2529.14387960519,2465
"9",2327.3007507341,2083.45615312768,2550.73248370687,2482
"10",2229.99029419114,1979.35598090677,2450.62076327814,2235
"11",2156.27439027933,1907.11063275166,2375.41377306159,2103
"12",2141.27004129853,1891.64358703098,2372.61058870954,2163
"13",2132.02080328781,1873.09125349341,2355.99725576227,2193
"14",2180.79910571737,1920.83594306092,2401.89375204126,2292
"15",2291.36068196233,2033.67570310971,2523.74960555006,2290
"16",2313.59323550319,2057.86062121217,2542.36235077132,2378
"17",2216.45503060879,1955.14584624263,2440.76658873072,2308
"18",2142.74388581157,1882.25428523273,2370.16783860876,2248
"19",2127.7178670942,1864.58154830803,2363.59909409012,2160
"20",2118.43895080908,1849.89029502861,2349.67754824074,2190
"21",2167.120453399,1894.19944242514,2390.24122967217,2212
"22",2277.79419441365,2006.65823156794,2510.41504934492,2289
"23",2300.52534710063,2034.44094947483,2531.42044729139,2481
"24",2203.95004002878,1934.41059932995,2426.58681298718,2137
"25",2130.62868502586,1858.57217942452,2368.82831674357,2103
"26",2115.95945061563,1839.29277405034,2361.0811145462,2146
"27",2107.02029043913,1829.33422712519,2333.74068909238,2038
"28",2155.96583857001,1873.76193764657,2379.47677910004,2274
"29",2267.10355913437,1984.39575465547,2498.04409789838,2320
"30",2290.67429194398,2015.76171371176,2528.9069645506,2261
"31",2194.99045428225,1918.49069271414,2423.62555092826,2234
"32",2122.37510137302,1839.36578909457,2354.74844042661,2193
"33",2108.36409737772,1819.79552069574,2343.26101504306,2182
"34",2100.04701488666,1814.24268212694,2334.64038226718,2265
"35",2149.52046805232,1859.01239686273,2379.20637850109,2197
"36",2261.368046859,1970.34707950407,2503.14290108937,2451
"37",2286.00144363428,2003.23843221934,2520.98952236407,2357
"38",2191.40519887281,1906.28889275772,2416.89787946543,2213
"39",2119.66649762023,1823.51137240786,2356.82338088866,2232
"40",2106.45538039872,1806.58046417184,2349.42877296027,2217
"41",2098.86755058289,1802.36727815967,2335.92131496693,2220
"42",2148.93990121852,1849.93012213877,2380.41804161723,2326
"43",2261.53382665984,1961.98851399983,2496.58913971462,2439
"44",2287.22795271151,1993.06006923021,2534.74423584403,2363
"45",2193.67593862697,1895.43962437658,2425.62360243877,2363
"46",2122.73140758778,1812.34790450006,2362.67347079788,2320
"47",2110.19998930302,1797.21481165491,2353.39138008969,2313
"48",2103.18161983273,1793.63138351347,2339.01382203343,2223
"49",2153.65812321236,1841.84029128856,2387.39619168051,2198
"50",2266.77397022123,1954.58324299925,2501.31626662876,2371
"51",2293.27376640038,1986.47733653849,2535.24992242157,2437
"52",2200.4810668021,1889.745835314,2433.28253557204,2343
"53",2130.02383229795,1807.23091123541,2369.70811455205,2277
"54",2117.84763978748,1792.4875579746,2357.8867560582,2240
"55",2111.05501688021,1789.31035448302,2348.1287944558,2268
"56",2161.57459791677,1837.79746241079,2401.36900356145,2348
"57",2274.84006164826,1950.84658717957,2507.45588936987,2497
"58",2301.76389734581,1983.30020782553,2540.71078529362,2316
"59",2209.33842190968,1887.04383928621,2444.66019317862,2308
"60",2138.96871109732,1804.76773366557,2379.94616381202,2285
"61",2126.74250020935,1790.00064178122,2372.01977006298,2291
"62",2119.7644167296,1786.90892900198,2362.18303740986,2330
"63",2169.9109924873,1835.28555322406,2416.13431829852,2353
"64",2282.90870770379,1948.17087093055,2521.17428230532,2533
"65",2309.83726626275,1980.76274658402,2545.54593955903,2492
"66",2217.35815601206,1884.65626561394,2452.31345327749,2365
"67",2146.6566122853,1802.11636267561,2387.35435852236,2328
"68",2133.96540105252,1786.93730688401,2384.48462421622,2298
"69",2126.39118759019,1783.58635760026,2373.6356651987,2304
"70",2175.76135286378,1831.48022230491,2419.64418973303,2401
"71",2288.09901161265,1943.89106507359,2527.33399816829,2550
"72",2314.65275165745,1976.15650608562,2552.94946818032,2561
"73",2221.75473294954,1879.93520238333,2452.07957322787,2319
"74",2150.3722769944,1797.45882413885,2389.84931550601,2269
"75",2136.88408908401,1780.86237175521,2390.24985577809,2294
"76",2128.40082168356,1776.96993270404,2377.91496333964,2279
"77",2176.70185808948,1824.09343758041,2421.30910144453,2409
"78",2288.10586053201,1935.66620812847,2529.89523583592,2686
"79",2314.03081245544,1967.54955919206,2556.37829542043,2579
"80",2220.47974595023,1871.04708466323,2450.35007629332,2501
"81",2148.20297934261,1789.89058791443,2390.61442624917,2602
"82",2133.72689514518,1770.32536152505,2389.93650972224,2382
"83",2124.16608536386,1765.70892288312,2374.81748856103,2354
"84",2171.24959984733,1812.01586657111,2411.32904950841,2511
"85",2281.59384172969,1922.71393824532,2527.75445647172,2742
"86",2306.78944472107,1954.09802784167,2548.3963588091,2713
"87",2212.50969716148,1859.24144848836,2447.08815955537,2972
"88",2139.28692322459,1777.63493063637,2385.87184524818,2543
"89",2123.79946705042,1755.05691147787,2378.80478175642,2300
"90",2113.1677675147,1749.70803088697,2363.02691774051,2283
"91",2159.07052480059,1795.31206973095,2394.5621235367,2309
"92",2268.42382848325,1905.33457682935,2511.58520204517,2379
"93",2292.99459817749,1936.33717494621,2532.21985108504,2346
"94",2198.12648750757,1844.06800173532,2438.30738151406,2279
"95",2124.13445719962,1762.12125961119,2370.04109210029,2235
"96",2107.84812399207,1737.8523308704,2365.38306215551,2310
"97",2096.39507525194,1730.30622957775,2342.38130602868,2131
"98",2141.40362581338,1775.48881052582,2378.53892893007,2206
"99",2250.08637656085,1885.25934559745,2503.78688832722,2265
"100",2274.3826142007,1916.26541620911,2524.65490493135,2353
"101",2179.30723669411,1828.10431911961,2413.99974785264,2393
"102",2104.95565142847,1746.2606945325,2349.24525224432,2241
"103",2088.30289566256,1723.90695863944,2342.6872437994,2148
"104",2076.47894794468,1710.97795448798,2322.07765622415,2283
"105",2121.0616604527,1756.22294923731,2359.60909082888,2195
"106",2229.55560833176,1866.70025144707,2481.08600308955,2389
