"","f.mean","f.lower","f.upper","val_ts"
"1",2297.30440520573,2061.05142222372,2512.79791403729,2464
"2",2320.64426584222,2073.46578957455,2539.00506197337,2428
"3",2225.8103571681,1971.64007644711,2442.42394406593,2287
"4",2154.05819026678,1896.0879971475,2376.0883201341,2178
"5",2140.26316798785,1884.43557717873,2366.62350450003,2227
"6",2133.27648188264,1872.38176468709,2358.33694340985,2201
"7",2184.40415141622,1922.42890233817,2409.32910777966,2174
"8",2295.59027293588,2033.64411553191,2516.95102902291,2371
"9",2318.35182211578,2043.72355895174,2539.52042886701,2379
"10",2222.9696530492,1943.06180241879,2447.51400707669,2174
"11",2150.44269606024,1869.2033206314,2375.97439677242,2121
"12",2135.79291666359,1850.05892902368,2364.68765667628,2120
"13",2127.91597767276,1841.15842581973,2358.7867118333,2175
"14",2178.05494234715,1888.69818418975,2403.11284011505,2145
"15",2288.42008471079,1996.87792970357,2514.15360053563,2322
"16",2310.72948938493,2005.61557366933,2535.39791399711,2348
"17",2214.95405582611,1909.59018056032,2438.43760282341,2213
"18",2141.83787788229,1834.74140408393,2370.33014727352,2180
"19",2126.5486704542,1812.18522623302,2352.39908903238,2095
"20",2118.02289336612,1805.40903100158,2349.08849447958,2224
"21",2167.4392773792,1851.81248114184,2397.41286176264,2246
"22",2277.27554098686,1958.39479627368,2505.32473401565,2465
"23",2299.45124530584,1965.37765550694,2526.60667580313,2482
"24",2203.62640947151,1873.15336282797,2424.70883813807,2235
"25",2130.28778246077,1795.89640780539,2357.55420058358,2103
"26",2114.74329318304,1774.78861874201,2349.52020549971,2163
"27",2105.96589259495,1767.41163614209,2335.04849282944,2193
"28",2155.0692896257,1814.48512423105,2381.95246368284,2292
"29",2264.7971269942,1921.91519419338,2500.73592306202,2290
"30",2287.26414718403,1927.38708568173,2521.12616926714,2378
"31",2191.81278569852,1836.59686445628,2411.08096705935,2308
"32",2118.66928831884,1759.58641928911,2341.36060358594,2248
"33",2103.27782643772,1741.32423825672,2338.54344671652,2160
"34",2094.64324951557,1732.13099852944,2328.22504032015,2190
"35",2143.81342047222,1778.65647925733,2375.86031774592,2212
"36",2253.79567499294,1890.88142706052,2491.3121646006,2289
"37",2276.89514050689,1897.52829798414,2516.62536431821,2481
"38",2182.13377335616,1802.27153049528,2402.71931710274,2137
"39",2109.47995262949,1730.66697385488,2328.62862609625,2103
