"","f.mean","f.lower","f.upper","val_ts"
"1",2490.68171820989,2268.4732016516,2682.32509145726,2742
"2",2509.85605343468,2277.45400059565,2708.0567953492,2713
"3",2411.54940653442,2183.9409319364,2606.45278263213,2972
"4",2342.48211113868,2115.54435483244,2540.24533903987,2543
"5",2329.89871509555,2102.24885393751,2533.64849671082,2300
"6",2319.55156841059,2084.74615967944,2524.64842358455,2283
"7",2369.87958805324,2143.80555476335,2561.58094683557,2309
"8",2481.39230861307,2257.75135288309,2681.21656937538,2379
"9",2499.29562470527,2262.280261169,2703.90383989821,2346
"10",2399.77395237346,2167.01793746811,2604.10488241129,2279
"11",2329.38977789614,2090.15371062875,2536.81768919116,2235
"12",2315.4440760712,2077.11512942712,2526.98512335933,2310
"13",2303.68766544247,2064.68929486687,2517.36893571542,2131
"14",2352.57900399007,2120.6372630454,2556.77164987067,2206
"15",2462.85477576437,2222.2326813878,2672.37319199742,2265
"16",2479.83106846256,2245.86775795815,2699.05968064568,2353
"17",2379.46419468183,2140.86280345362,2597.05742060265,2393
"18",2308.1527709986,2068.87309723213,2531.47738575517,2241
"19",2293.26772240468,2054.0731703385,2514.7168077409,2148
"20",2280.55332560594,2037.77367161792,2502.10211775757,2283
"21",2328.46973883902,2082.47804350334,2549.24098560393,2195
"22",2437.98925045396,2192.28024549044,2660.38457924174,2389
"23",2454.52842308413,2215.39571775479,2684.50675249876,2350
"24",2353.80739670972,2105.67940867247,2583.81261520097,2356
"25",2282.06863261269,2031.68551035078,2518.50966998921,2242
"26",2266.74049953584,2019.50009236891,2500.68089001524,2247
"27",2253.56406438469,2010.0735193323,2485.14621061179,2299
"28",2301.00622057062,2058.95629161604,2535.58586735886,2313
"29",2410.2745634073,2166.35861884279,2647.5504886593,2292
"30",2426.89570157112,2183.042934884,2667.04356941263,2342
"31",2326.35248573928,2075.19963908114,2569.06594490973,2284
"32",2254.72592455752,2005.2626326438,2501.35650994896,2169
"33",2239.50534679034,1985.70429775739,2483.18089668177,2177
"34",2226.41835857772,1981.93269678777,2471.23216240333,2258
"35",2273.94329470333,2029.04213831898,2525.76340103157,2231
"36",2383.50583081235,2140.84985835619,2636.56325638689,2373
"37",2400.73608760505,2161.98300023988,2657.83105445788,2358
"38",2300.88987424174,2053.00236233326,2561.02130282544,2253
"39",2229.8822553694,1977.86874921851,2483.73424589323,2203
"40",2215.26186396893,1960.16703504575,2469.19950039292,2192
"41",2202.74616214951,1954.51137173409,2462.99581420443,2301
"42",2250.81601251985,2006.7575075375,2515.80415221824,2292
"43",2361.12456649966,2120.2698011216,2624.98622543511,2438
"44",2379.40382663601,2132.82884134134,2653.53121449376,2374
"45",2280.66263936931,2028.6822285958,2557.39938375467,2303
"46",2210.6390914901,1952.91910149923,2475.55961945532,2104
"47",2196.94185126656,1942.73631099098,2460.9590170593,2200
"48",2185.27349886404,1935.99252418138,2457.78450576504,2317
"49",2234.11603466334,1987.0816163288,2508.21738722266,2313
"50",2345.35054875275,2103.81695614605,2620.20974144032,2467
"51",2364.80500144781,2120.90431607166,2652.23660822128,2559
"52",2267.25185099532,2014.95547868925,2556.51731101364,2414
"53",2198.25882835696,1940.4334854128,2470.56772250718,2257
"54",2185.48576755923,1924.58164213163,2457.80589204551,2221
"55",2174.62632958836,1920.58523517395,2454.83099914865,2223
